index,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,median_value,profit_value,status,week,month,year,season,road,house_number,city,county,state,season_median,sell_price,increase_percent)
9179,2206500110,2014-09-05,508450.0,4,1,1520,9600,1,0,0,4,7,1000,520,1955,0,98006,47.5763,-122.154,1510,9000,760000.0,152535.0,Buy,36,9,2014,summer,Woodinville Redmond Road Northeast,NA,NA,King County,Washington,756000.0,660985.0,30.0
9180,2600100300,2014-09-16,623000.0,4,2,2980,9235,1,0,0,4,8,1690,1290,1977,0,98006,47.5513,-122.162,2690,10046,760000.0,186900.0,Buy,38,9,2014,summer,Northeast 152nd Street,13348,NA,King County,Washington,756000.0,809900.0,30.0
9186,2024059059,2014-10-10,693000.0,3,2,2090,45535,1,0,2,5,8,1280,810,1952,0,98006,47.5538,-122.191,3090,12889,760000.0,207900.0,Buy,41,10,2014,summer,Juanita-Woodinville Way Northeast,NA,Bothell,King County,Washington,756000.0,900900.0,30.0
9188,2202500025,2014-07-21,550000.0,4,1,2420,15520,2,0,0,4,7,2420,0,1945,0,98006,47.5744,-122.137,1630,9965,760000.0,165000.0,Buy,30,7,2014,summer,NA,NA,NA,King County,Washington,756000.0,715000.0,30.0
9189,2206500300,2014-08-20,565000.0,5,1,1910,9720,1,0,0,4,7,1390,520,1955,0,98006,47.5772,-122.159,1750,9720,760000.0,169500.0,Buy,34,8,2014,summer,135th Place Northeast,15400,NA,King County,Washington,756000.0,734500.0,30.0
9195,1777600900,2014-07-10,710000.0,4,2,2870,8995,1,0,0,5,8,1870,1000,1968,0,98006,47.5678,-122.128,2670,9672,760000.0,213000.0,Buy,28,7,2014,summer,Northeast 153rd Street,15841,NA,King County,Washington,756000.0,923000.0,30.0
9204,6071600370,2015-02-27,500000.0,4,2,2030,8517,1,0,0,4,8,1380,650,1961,0,98006,47.5495,-122.174,2230,8824,760000.0,150000.0,Buy,9,2,2015,winter,124th Place Northeast,15106,NA,King County,Washington,808550.0,650000.0,30.0
9206,6067910030,2015-03-16,664000.0,4,2,2510,11880,1,0,0,5,8,1630,880,1978,0,98006,47.5427,-122.181,2390,11211,760000.0,199200.0,Buy,12,3,2015,winter,Northeast 151st Place,11930,NA,King County,Washington,808550.0,863200.0,30.0
9208,2205500575,2015-02-09,390000.0,3,1,1200,10800,1,0,0,4,7,1200,0,1955,0,98006,47.5771,-122.144,1370,9950,760000.0,117000.0,Buy,7,2,2015,winter,Tolt Pipeline Trail,NA,NA,King County,Washington,808550.0,507000.0,30.0
9214,2600100370,2015-02-11,723000.0,4,2,2790,8793,1,0,0,4,8,1640,1150,1977,0,98006,47.5509,-122.16,2400,9286,760000.0,216900.0,Buy,7,2,2015,winter,Northeast 154th Drive,13472,NA,King County,Washington,808550.0,939900.0,30.0
9216,2203500570,2015-02-17,437000.0,4,1,1700,10642,1,0,0,4,7,850,850,1954,0,98006,47.5674,-122.142,1610,11200,760000.0,131100.0,Buy,8,2,2015,winter,148th Avenue Northeast,15178,NA,King County,Washington,808550.0,568100.0,30.0
9217,2024059084,2015-03-13,625000.0,4,2,2290,21486,1,0,2,5,7,2290,0,1963,0,98006,47.5515,-122.189,2540,15936,760000.0,187500.0,Buy,11,3,2015,winter,Juanita-Woodinville Way Northeast,15360,Bothell,King County,Washington,808550.0,812500.0,30.0
9223,1777500090,2014-12-29,680000.0,6,2,3180,9375,1,0,0,4,8,1590,1590,1967,0,98006,47.5707,-122.129,2670,9625,760000.0,204000.0,Buy,1,12,2014,winter,Northeast 153rd Street,15727,NA,King County,Washington,808550.0,884000.0,30.0
9230,6067910130,2015-03-25,526000.0,3,2,2000,18099,1,0,0,4,8,1250,750,1978,0,98006,47.5443,-122.18,2060,12000,760000.0,157800.0,Buy,13,3,2015,winter,Northeast 151st Street,12108,NA,King County,Washington,808550.0,683800.0,30.0
9231,2202500255,2015-03-05,335000.0,3,2,1210,9926,1,0,0,4,7,1210,0,1954,2015,98006,47.5731,-122.135,1690,9737,760000.0,100500.0,Buy,10,3,2015,winter,Northeast 153rd Street,15345,NA,King County,Washington,808550.0,435500.0,30.0
9234,6071800480,2015-03-27,271950.0,3,1,1220,8400,1,0,0,4,7,1220,0,1962,0,98006,47.5467,-122.173,2110,9119,760000.0,81585.0,Buy,13,3,2015,winter,Tolt Pipeline Trail,15120,NA,King County,Washington,808550.0,353535.0,30.0
9236,1687900170,2015-03-25,648000.0,4,2,2170,8240,2,0,1,4,8,2170,0,1983,0,98006,47.5634,-122.128,2600,9898,760000.0,194400.0,Buy,13,3,2015,winter,Northeast 153rd Street,15841,NA,King County,Washington,808550.0,842400.0,30.0
9250,2600010360,2015-03-09,440000.0,3,2,1800,10950,1,0,0,4,8,1800,0,1982,0,98006,47.557,-122.163,2400,11300,760000.0,132000.0,Buy,11,3,2015,winter,Northeast 152nd Street,13301,NA,King County,Washington,808550.0,572000.0,30.0
9252,6072760360,2015-03-21,665000.0,4,2,2650,8149,1,0,0,4,8,1610,1040,1975,0,98006,47.5624,-122.176,2290,8019,760000.0,199500.0,Buy,12,3,2015,winter,Tolt Pipeline Trail,NA,NA,King County,Washington,808550.0,864500.0,30.0
9262,7856601040,2015-02-20,745000.0,4,1,1990,8900,1,0,0,4,8,1990,0,1972,0,98006,47.5639,-122.149,2620,8925,760000.0,223500.0,Buy,8,2,2015,winter,Sammamish River Trail,NA,NA,King County,Washington,808550.0,968500.0,30.0
9264,6071000310,2015-01-28,622000.0,4,1,3020,10714,1,0,0,5,8,1510,1510,1958,0,98006,47.56,-122.181,2230,14400,760000.0,186600.0,Buy,5,1,2015,winter,Northeast 151st Place,11930,NA,King County,Washington,808550.0,808600.0,30.0
9265,643300210,2015-02-10,610000.0,3,1,1110,10402,1,0,0,4,7,1110,0,1967,0,98006,47.5676,-122.177,2050,9660,760000.0,183000.0,Buy,7,2,2015,winter,Tolt Pipeline Trail,NA,NA,King County,Washington,808550.0,793000.0,30.0
9266,4036100175,2015-02-19,689000.0,4,2,2440,11700,1,0,0,5,8,1480,960,1961,0,98006,47.5606,-122.184,2140,10807,760000.0,206700.0,Buy,8,2,2015,winter,118th Avenue Northeast,15211,NA,King County,Washington,808550.0,895700.0,30.0
9269,1777600210,2015-02-17,590000.0,4,2,2530,10611,1,0,0,5,8,1320,1210,1977,0,98006,47.5698,-122.132,2530,10125,760000.0,177000.0,Buy,8,2,2015,winter,155th Avenue Northeast,15294,NA,King County,Washington,808550.0,767000.0,30.0
9273,2204500480,2015-01-07,551100.0,3,1,1430,8640,1,0,0,5,7,1430,0,1954,0,98006,47.572,-122.147,1430,9840,760000.0,165330.0,Buy,2,1,2015,winter,Tolt Pipeline Trail,NA,NA,King County,Washington,808550.0,716430.0,30.0
9277,2201500680,2015-03-05,501000.0,3,1,1480,8667,1,0,0,5,7,740,740,1954,0,98006,47.5718,-122.136,1600,10644,760000.0,150300.0,Buy,10,3,2015,winter,Northeast 153rd Street,15255,NA,King County,Washington,808550.0,651300.0,30.0
9281,5495200040,2015-01-26,610000.0,5,3,3490,23400,1,0,0,4,8,1890,1600,1957,0,98006,47.5701,-122.124,2660,12400,760000.0,183000.0,Buy,5,1,2015,winter,Northeast 153rd Street,16077,NA,King County,Washington,808550.0,793000.0,30.0
9283,5448300150,2015-01-05,550000.0,3,2,1950,26500,1,0,0,4,8,1570,380,1965,0,98006,47.5784,-122.179,2160,12751,760000.0,165000.0,Buy,2,1,2015,winter,122nd Court Northeast,15118,NA,King County,Washington,808550.0,715000.0,30.0
9289,5457300478,2015-05-13,453500.0,2,1,1000,1760,1,0,0,4,6,600,400,1924,0,98109,47.6261,-122.355,2120,2802,736000.0,136050.0,Buy,20,5,2015,spring,North 150th Street,340,NA,King County,Washington,887500.0,589550.0,30.0
9292,809000820,2014-05-22,494400.0,2,1,1560,1750,1,0,0,4,6,780,780,1904,0,98109,47.6347,-122.355,1850,3600,736000.0,148320.0,Buy,21,5,2014,spring,North 150th Street,340,NA,King County,Washington,887500.0,642720.0,30.0
9317,5244801255,2015-04-28,705000.0,3,2,2260,4000,2,0,0,4,8,1540,720,1956,0,98109,47.6435,-122.353,2120,4000,736000.0,211500.0,Buy,18,4,2015,spring,Dayton Avenue North,NA,NA,King County,Washington,887500.0,916500.0,30.0
9319,6819100040,2014-06-24,631500.0,2,1,1130,2640,1,0,0,4,8,1130,0,1927,0,98109,47.6438,-122.357,1680,3200,736000.0,189450.0,Buy,26,6,2014,spring,Northwest 145th Street,NA,NA,King County,Washington,887500.0,820950.0,30.0
9327,1310500550,2014-12-20,248000.0,4,2,2320,8760,1,0,0,4,8,1160,1160,1966,0,98032,47.3627,-122.285,1970,8690,249000.0,74400.0,Buy,51,12,2014,fall,Burke-Gilman Trail,NA,NA,King County,Washington,248500.0,322400.0,30.0
9328,1950900245,2014-12-26,123300.0,3,1,1150,8050,1,0,0,4,7,1150,0,1956,0,98032,47.374,-122.296,1360,8050,249000.0,36990.0,Buy,52,12,2014,fall,Northeast 149th Street,3010,NA,King County,Washington,248500.0,160290.0,30.0
9329,4324500490,2014-12-23,215000.0,3,1,1060,9954,1,0,0,4,7,1060,0,1960,0,98032,47.3801,-122.289,1620,8760,249000.0,64500.0,Buy,52,12,2014,fall,37th Avenue Northeast,15070,NA,King County,Washington,248500.0,279500.0,30.0
9331,9835800750,2014-12-03,247000.0,3,2,1640,7630,1,0,0,4,8,1180,460,1968,0,98032,47.3739,-122.29,1930,7630,249000.0,74100.0,Buy,49,12,2014,fall,Bothell Way Northeast,15020,NA,King County,Washington,248500.0,321100.0,30.0
9333,1863900225,2014-10-28,226450.0,3,1,1730,7200,1,0,0,4,6,1730,0,1944,0,98032,47.3774,-122.236,860,7200,249000.0,67935.0,Buy,44,10,2014,fall,Northeast 150th Street,7826,NA,King County,Washington,248500.0,294385.0,30.0
9338,1951600240,2014-12-08,185000.0,3,1,1240,9198,1,0,0,4,7,1240,0,1959,0,98032,47.37,-122.297,1170,8970,249000.0,55500.0,Buy,50,12,2014,fall,30th Avenue Northeast,14901,NA,King County,Washington,248500.0,240500.0,30.0
9346,1951100100,2014-11-13,180000.0,3,1,940,11055,1,0,0,4,7,940,0,1959,0,98032,47.3732,-122.295,1420,9100,249000.0,54000.0,Buy,46,11,2014,fall,Northeast 149th Street,3028,NA,King County,Washington,248500.0,234000.0,30.0
9347,8857600220,2014-10-23,178500.0,3,1,1200,8470,1,0,0,5,7,1200,0,1961,0,98032,47.3864,-122.287,1200,7952,249000.0,53550.0,Buy,43,10,2014,fall,Northeast 151st Street,3875,NA,King County,Washington,248500.0,232050.0,30.0
9349,3363900111,2014-12-03,437500.0,2,1,990,3120,1,0,2,5,7,790,200,1907,0,98103,47.68,-122.353,1930,3120,550000.0,131250.0,Buy,49,12,2014,fall,Dayton Avenue North,NA,NA,King County,Washington,546000.0,568750.0,30.0
9354,4310700570,2014-12-10,280300.0,2,1,920,5000,1,0,0,4,6,490,430,1949,0,98103,47.7008,-122.338,1500,5000,550000.0,84090.0,Buy,50,12,2014,fall,North 150th Street,1648,NA,King County,Washington,546000.0,364390.0,30.0
9363,3362900696,2014-10-20,415000.0,3,1,1500,3399,2,0,0,5,7,1300,200,1926,0,98103,47.6838,-122.352,1360,3588,550000.0,124500.0,Buy,43,10,2014,fall,Westminster Way North,15002,NA,King County,Washington,546000.0,539500.0,30.0
9366,6431500283,2014-11-17,409500.0,3,1,1340,4120,1,0,0,4,7,1040,300,1921,0,98103,47.6916,-122.352,1270,4635,550000.0,122850.0,Buy,47,11,2014,fall,Westminster Way North,15002,NA,King County,Washington,546000.0,532350.0,30.0
9368,263000164,2014-12-17,425000.0,2,1,830,6030,1,0,0,4,6,830,0,1925,0,98103,47.6994,-122.347,1280,6030,550000.0,127500.0,Buy,51,12,2014,fall,Shoreline Interurban Trail,NA,NA,King County,Washington,546000.0,552500.0,30.0
9374,6430500293,2014-11-12,395000.0,2,1,1010,3060,1,0,0,4,7,1010,0,1918,0,98103,47.6897,-122.354,1160,4080,550000.0,118500.0,Buy,46,11,2014,fall,North 150th Street,434,NA,King County,Washington,546000.0,513500.0,30.0
9375,3797000680,2014-11-25,549000.0,3,2,1340,3000,2,0,0,5,7,1340,0,1905,0,98103,47.6857,-122.349,1120,3000,550000.0,54900.0,Buy,48,11,2014,fall,North 150th Street,798,NA,King County,Washington,546000.0,603900.0,10.0
9388,3363900155,2014-12-09,470000.0,2,1,1220,4000,1,0,0,4,6,1220,0,1908,0,98103,47.6801,-122.354,1580,4000,550000.0,141000.0,Buy,50,12,2014,fall,North 150th Street,434,NA,King County,Washington,546000.0,611000.0,30.0
9401,6430000070,2014-10-27,355000.0,3,0,1420,3060,1,0,0,4,7,860,560,1923,0,98103,47.6872,-122.346,1350,4000,550000.0,106500.0,Buy,44,10,2014,fall,Aurora Avenue North,NA,NA,King County,Washington,546000.0,461500.0,30.0
9407,9521101520,2014-12-12,543000.0,2,1,940,3864,1,0,0,4,8,940,0,1918,0,98103,47.6631,-122.345,1440,3956,550000.0,162900.0,Buy,50,12,2014,fall,Aurora Avenue North,NA,NA,King County,Washington,546000.0,705900.0,30.0
9410,3362400472,2014-12-02,403000.0,2,1,720,3255,1,0,0,4,6,720,0,1905,0,98103,47.6823,-122.348,1430,3170,550000.0,120900.0,Buy,49,12,2014,fall,Linden Avenue North,15005,NA,King County,Washington,546000.0,523900.0,30.0
9417,3975400190,2014-11-04,509000.0,4,2,1960,2166,1,0,0,4,7,1260,700,1926,0,98103,47.6545,-122.344,1670,4000,550000.0,152700.0,Buy,45,11,2014,fall,North 152nd Street,NA,NA,King County,Washington,546000.0,661700.0,30.0
9433,6865200981,2014-12-21,517000.0,2,1,1140,3750,1,0,0,4,7,1140,0,1925,0,98103,47.6619,-122.343,1660,4000,550000.0,155100.0,Buy,51,12,2014,fall,Stone Lane North,15183,NA,King County,Washington,546000.0,672100.0,30.0
9459,9468200125,2014-08-26,480000.0,2,1,1030,3060,1,0,2,4,7,790,240,1918,0,98103,47.6779,-122.353,1390,3060,550000.0,144000.0,Buy,35,8,2014,summer,Dayton Avenue North,NA,NA,King County,Washington,565000.0,624000.0,30.0
9460,9521101455,2014-07-23,548000.0,2,1,1470,3864,1,0,0,4,7,1170,300,1916,0,98103,47.6638,-122.345,1570,3864,550000.0,164400.0,Buy,30,7,2014,summer,Aurora Avenue North,NA,NA,King County,Washington,565000.0,712400.0,30.0
9467,3797001920,2014-07-02,310000.0,2,1,700,3000,1,0,0,4,6,700,0,1918,0,98103,47.6846,-122.346,1560,4500,550000.0,93000.0,Buy,27,7,2014,summer,Aurora Avenue North,NA,NA,King County,Washington,565000.0,403000.0,30.0
9469,9468200140,2014-08-19,450000.0,2,1,1250,2890,1,0,0,4,7,790,460,1920,0,98103,47.6795,-122.353,1500,3225,550000.0,135000.0,Buy,34,8,2014,summer,Dayton Avenue North,NA,NA,King County,Washington,565000.0,585000.0,30.0
9493,3797000300,2014-08-08,405000.0,2,1,880,3000,1,0,0,5,7,880,0,1927,0,98103,47.6868,-122.349,1300,3000,550000.0,121500.0,Buy,32,8,2014,summer,North 150th Street,798,NA,King County,Washington,565000.0,526500.0,30.0
9499,263000291,2014-09-04,433500.0,3,1,1540,9450,1,0,0,4,6,1040,500,1919,0,98103,47.6985,-122.348,1200,5400,550000.0,130050.0,Buy,36,9,2014,summer,Linden Avenue North,15005,NA,King County,Washington,565000.0,563550.0,30.0
9505,3362400615,2014-08-20,400000.0,3,1,1350,3090,1,0,0,5,6,1350,0,1914,0,98103,47.682,-122.348,1350,3090,550000.0,120000.0,Buy,34,8,2014,summer,Linden Avenue North,15005,NA,King County,Washington,565000.0,520000.0,30.0
9509,3226049478,2014-07-25,430000.0,4,1,1350,9000,1,0,0,4,7,1350,0,1964,0,98103,47.6953,-122.332,1940,8000,550000.0,129000.0,Buy,30,7,2014,summer,North 150th Street,2266,NA,King County,Washington,565000.0,559000.0,30.0
9512,9232900050,2014-08-06,300000.0,2,1,2120,6350,1,0,0,4,6,1440,680,1924,0,98103,47.6974,-122.356,1590,6350,550000.0,90000.0,Buy,32,8,2014,summer,Northwest 145th Street,NA,NA,King County,Washington,565000.0,390000.0,30.0
9517,3363400655,2014-07-24,549000.0,2,2,1980,6000,1,0,0,5,7,1220,760,1906,0,98103,47.6809,-122.351,1280,3900,550000.0,164700.0,Buy,30,7,2014,summer,North 150th Street,688,NA,King County,Washington,565000.0,713700.0,30.0
9519,1931300425,2014-09-08,539000.0,3,2,2170,3200,1,0,0,5,7,1280,890,1923,0,98103,47.6543,-122.347,1180,1224,550000.0,161700.0,Buy,37,9,2014,summer,Shoreline Interurban Trail,NA,NA,King County,Washington,565000.0,700700.0,30.0
9543,91000320,2014-09-23,393000.0,2,1,980,3350,1,0,0,4,7,980,0,1925,0,98103,47.6858,-122.352,1260,4000,550000.0,117900.0,Buy,39,9,2014,summer,Westminster Way North,15002,NA,King County,Washington,565000.0,510900.0,30.0
9545,1923800135,2014-10-01,495000.0,3,1,2080,3000,1,0,0,4,7,1040,1040,1925,0,98103,47.6853,-122.35,1000,3193,550000.0,148500.0,Buy,40,10,2014,summer,North 150th Street,724,NA,King County,Washington,565000.0,643500.0,30.0
9550,1529300135,2014-10-14,338000.0,2,1,750,6439,1,0,0,4,6,750,0,1934,0,98103,47.6995,-122.354,1470,6374,550000.0,101400.0,Buy,42,10,2014,summer,North 150th Street,434,NA,King County,Washington,565000.0,439400.0,30.0
9551,1172000135,2014-07-31,446000.0,4,2,1940,6350,1,0,0,4,7,970,970,1951,0,98103,47.6948,-122.357,960,6350,550000.0,133800.0,Buy,31,7,2014,summer,Northwest 145th Street,NA,NA,King County,Washington,565000.0,579800.0,30.0
9567,9523102420,2014-09-22,535000.0,1,1,920,5000,1,0,3,4,7,920,0,1906,0,98103,47.6748,-122.352,1890,5000,550000.0,160500.0,Buy,39,9,2014,summer,Westminster Way North,15002,NA,King County,Washington,565000.0,695500.0,30.0
9571,1172000150,2014-08-29,238000.0,1,1,530,6350,1,0,0,5,5,530,0,1941,0,98103,47.6946,-122.357,1200,6350,550000.0,71400.0,Buy,35,8,2014,summer,Northwest 145th Street,NA,NA,King County,Washington,565000.0,309400.0,30.0
9577,6813600365,2014-10-09,527950.0,4,1,1760,3600,1,0,0,5,7,880,880,1926,0,98103,47.6889,-122.33,1500,5580,550000.0,158385.0,Buy,41,10,2014,summer,North 149th Street,2362,NA,King County,Washington,565000.0,686335.0,30.0
9580,3797002160,2014-07-24,409950.0,2,1,990,3000,1,0,0,4,6,990,0,1918,0,98103,47.6839,-122.345,1120,3000,550000.0,122985.0,Buy,30,7,2014,summer,Aurora Avenue North,NA,NA,King County,Washington,565000.0,532935.0,30.0
9583,8021701115,2014-08-26,549000.0,3,2,1560,5130,1,0,0,5,7,1150,410,1915,0,98103,47.6913,-122.333,1560,4500,550000.0,164700.0,Buy,35,8,2014,summer,North 150th Street,2138,NA,King County,Washington,565000.0,713700.0,30.0
9585,9266700256,2014-10-13,470000.0,2,1,1190,5200,1,0,0,5,7,1190,0,1912,0,98103,47.6939,-122.348,1550,5100,550000.0,141000.0,Buy,42,10,2014,summer,Linden Avenue North,15005,NA,King County,Washington,565000.0,611000.0,30.0
9596,2306400010,2014-10-17,500000.0,2,1,1120,3220,1,0,0,4,7,1120,0,1923,0,98103,47.6588,-122.344,1440,3220,550000.0,150000.0,Buy,42,10,2014,summer,North 152nd Street,NA,NA,King County,Washington,565000.0,650000.0,30.0
9608,1532300155,2014-09-16,425000.0,4,1,1080,6095,1,0,0,4,6,1080,0,1924,0,98103,47.6962,-122.346,1200,5060,550000.0,127500.0,Buy,38,9,2014,summer,Aurora Avenue North,NA,NA,King County,Washington,565000.0,552500.0,30.0
9612,9465200405,2014-08-21,412000.0,2,1,910,6282,1,0,0,4,7,910,0,1939,0,98103,47.6967,-122.354,970,6281,550000.0,123600.0,Buy,34,8,2014,summer,North 150th Street,434,NA,King County,Washington,565000.0,535600.0,30.0
9613,6430500219,2014-09-10,415000.0,1,1,1230,3774,1,0,0,4,6,830,400,1924,0,98103,47.6886,-122.354,1300,3774,550000.0,124500.0,Buy,37,9,2014,summer,North 150th Street,434,NA,King County,Washington,565000.0,539500.0,30.0
9616,3226049054,2014-10-03,526500.0,3,1,1310,7236,1,0,0,4,7,1170,140,1928,0,98103,47.6944,-122.333,1680,8431,550000.0,157950.0,Buy,40,10,2014,summer,North 150th Street,2138,NA,King County,Washington,565000.0,684450.0,30.0
9622,1997200245,2014-07-14,540000.0,2,1,1460,4800,1,0,0,5,7,850,610,1950,0,98103,47.6928,-122.339,2050,5592,550000.0,162000.0,Buy,29,7,2014,summer,North 150th Street,1560,NA,King County,Washington,565000.0,702000.0,30.0
9658,1324059104,2015-04-21,691100.0,3,2,2360,16117,1,0,0,4,8,1710,650,1983,0,98006,47.5698,-122.121,2120,16117,760000.0,207330.0,Buy,17,4,2015,spring,163rd Place Northeast,15218,NA,King County,Washington,762500.0,898430.0,30.0
9662,6067900060,2014-06-05,565000.0,3,2,2390,9966,1,0,0,5,8,1360,1030,1977,0,98006,47.5433,-122.185,2140,10713,760000.0,169500.0,Buy,23,6,2014,spring,117th Place Northeast,15031,NA,King County,Washington,762500.0,734500.0,30.0
9663,9429500045,2014-05-09,428750.0,3,1,1620,30736,1,0,0,4,7,1620,0,1911,1977,98006,47.5719,-122.119,2440,28826,760000.0,128625.0,Buy,19,5,2014,spring,166th Place Northeast,15153,NA,King County,Washington,762500.0,557375.0,30.0
9665,1777500160,2015-04-25,718000.0,5,3,3070,9804,1,0,0,4,9,1740,1330,1968,0,98006,47.5702,-122.128,2550,9689,760000.0,215400.0,Buy,17,4,2015,spring,Northeast 153rd Street,15841,NA,King County,Washington,762500.0,933400.0,30.0
9669,2205500400,2014-05-14,542000.0,4,1,1900,8250,1,0,0,4,7,950,950,1955,0,98006,47.5765,-122.147,1480,8360,760000.0,162600.0,Buy,20,5,2014,spring,Tolt Pipeline Trail,NA,NA,King County,Washington,762500.0,704600.0,30.0
9671,6067900640,2015-04-20,391000.0,3,2,1490,9000,1,0,0,4,8,1490,0,1977,0,98006,47.5455,-122.184,2190,9000,760000.0,117300.0,Buy,17,4,2015,spring,118th Avenue Northeast,15211,NA,King County,Washington,762500.0,508300.0,30.0
9672,6071600270,2014-06-03,495000.0,4,2,2220,8872,1,0,0,4,8,1110,1110,1961,0,98006,47.5491,-122.17,2220,9106,760000.0,148500.0,Buy,23,6,2014,spring,127th Place Northeast,15156,NA,King County,Washington,762500.0,643500.0,30.0
9673,1951700700,2014-06-05,530000.0,4,2,2210,7665,2,0,0,4,8,2210,0,1968,0,98006,47.5424,-122.168,1960,7903,760000.0,159000.0,Buy,23,6,2014,spring,Northeast 151st Street,15078,NA,King County,Washington,762500.0,689000.0,30.0
9679,6071700160,2014-06-23,603500.0,6,2,2660,8400,1,0,0,5,8,1550,1110,1962,0,98006,47.549,-122.173,2280,8400,760000.0,181050.0,Buy,26,6,2014,spring,Tolt Pipeline Trail,15120,NA,King County,Washington,762500.0,784550.0,30.0
9682,4035900015,2014-06-19,659500.0,4,3,2620,18362,1,0,0,4,8,1870,750,1956,0,98006,47.5646,-122.184,2630,16792,760000.0,197850.0,Buy,25,6,2014,spring,118th Avenue Northeast,15211,NA,King County,Washington,762500.0,857350.0,30.0
9684,2201500490,2015-04-06,435000.0,3,1,950,10080,1,0,0,4,7,950,0,1954,0,98006,47.572,-122.139,1060,10000,760000.0,130500.0,Buy,15,4,2015,spring,NA,NA,NA,King County,Washington,762500.0,565500.0,30.0
9686,6072300110,2015-04-16,550000.0,3,1,1940,8376,1,0,0,4,8,1290,650,1963,0,98006,47.5586,-122.173,2400,8674,760000.0,165000.0,Buy,16,4,2015,spring,Tolt Pipeline Trail,15120,NA,King County,Washington,762500.0,715000.0,30.0
9690,7805450110,2014-05-06,736000.0,4,2,2290,12047,2,0,0,4,9,2290,0,1988,0,98006,47.5599,-122.105,3130,15666,760000.0,220800.0,Buy,19,5,2014,spring,176th Avenue Northeast,15105,NA,King County,Washington,762500.0,956800.0,30.0
9692,6071900130,2015-04-15,550000.0,3,1,1670,10798,1,0,0,4,8,1670,0,1962,0,98006,47.549,-122.17,2290,10798,760000.0,165000.0,Buy,16,4,2015,spring,127th Place Northeast,15156,NA,King County,Washington,762500.0,715000.0,30.0
9693,6072650290,2015-04-06,560000.0,3,1,2340,12443,1,0,0,4,8,2340,0,1965,0,98006,47.5432,-122.177,1970,9600,760000.0,168000.0,Buy,15,4,2015,spring,Tolt Pipeline Trail,NA,NA,King County,Washington,762500.0,728000.0,30.0
9697,2141330050,2014-05-20,760000.0,4,1,2450,13300,1,0,2,4,9,1630,820,1987,0,98006,47.5564,-122.13,3150,15500,760000.0,228000.0,Buy,21,5,2014,spring,Northeast 153rd Street,15661,NA,King County,Washington,762500.0,988000.0,30.0
9700,6071200545,2014-05-05,541125.0,5,2,2740,8426,1,0,0,4,8,1370,1370,1960,0,98006,47.5563,-122.184,2020,8783,760000.0,162337.5,Buy,19,5,2014,spring,118th Avenue Northeast,15211,NA,King County,Washington,762500.0,703462.5,30.0
9702,2205500080,2014-06-10,483300.0,4,2,1210,11100,1,0,0,4,7,1210,0,1955,0,98006,47.5747,-122.145,1280,11100,760000.0,144990.0,Buy,24,6,2014,spring,Tolt Pipeline Trail,NA,NA,King County,Washington,762500.0,628290.0,30.0
9704,2141300080,2015-04-24,707000.0,5,2,3050,13212,1,0,0,4,8,1590,1460,1975,0,98006,47.5596,-122.142,2550,10826,760000.0,212100.0,Buy,17,4,2015,spring,148th Avenue Northeast,15178,NA,King County,Washington,762500.0,919100.0,30.0
9707,9346910500,2015-03-30,700000.0,3,2,2060,10650,1,0,0,5,8,1050,1010,1976,0,98006,47.5627,-122.137,2690,8850,760000.0,210000.0,Buy,14,3,2015,spring,NA,NA,NA,King County,Washington,762500.0,910000.0,30.0
9709,2202500290,2014-05-02,435000.0,4,1,1450,8800,1,0,0,4,7,1450,0,1954,0,98006,47.5746,-122.135,1260,8942,760000.0,130500.0,Buy,18,5,2014,spring,Northeast 153rd Street,15345,NA,King County,Washington,762500.0,565500.0,30.0
9710,6073200020,2015-04-13,485000.0,3,1,1020,9835,1,0,0,5,7,1020,0,1955,0,98006,47.5728,-122.179,1210,9622,760000.0,145500.0,Buy,16,4,2015,spring,122nd Court Northeast,15118,NA,King County,Washington,762500.0,630500.0,30.0
9711,1777600450,2015-05-05,730000.0,5,3,2500,11779,1,0,0,4,8,1550,950,1971,0,98006,47.5696,-122.127,2580,12055,760000.0,219000.0,Buy,19,5,2015,spring,159th Avenue Northeast,15086,NA,King County,Washington,762500.0,949000.0,30.0
9716,6071200195,2015-04-08,621000.0,4,2,2030,9905,1,0,0,4,8,2030,0,1959,0,98006,47.5518,-122.184,2130,10008,760000.0,186300.0,Buy,15,4,2015,spring,118th Avenue Northeast,15211,NA,King County,Washington,762500.0,807300.0,30.0
9717,2141310820,2014-06-24,689000.0,3,1,2200,9840,1,0,0,5,8,1500,700,1978,0,98006,47.559,-122.136,2410,9623,760000.0,206700.0,Buy,26,6,2014,spring,Northeast 153rd Street,15255,NA,King County,Washington,762500.0,895700.0,30.0
9718,4246000180,2014-05-23,433000.0,4,1,1830,9600,1,0,0,4,7,1010,820,1966,0,98006,47.5728,-122.125,1910,11100,760000.0,129900.0,Buy,21,5,2014,spring,Northeast 153rd Street,16033,NA,King County,Washington,762500.0,562900.0,30.0
9722,3447000090,2015-04-28,653000.0,3,2,2800,17300,1,0,0,4,8,1420,1380,1971,0,98006,47.5716,-122.128,2140,12650,760000.0,195900.0,Buy,18,4,2015,spring,Northeast 153rd Street,15841,NA,King County,Washington,762500.0,848900.0,30.0
